,INSTNM,CITY,STABBR,PREDDEG,LOCALE,ADM_RATE,SATVR75,SATMT75,UGDS,TUITIONFEE_IN,TUITIONFEE_OUT,C150_4,RET_FT4,C100_4,ICLEVEL,BOOKSUPPLY,ROOMBOARD_ON,OTHEREXPENSE_ON,ROOMBOARD_OFF,OTHEREXPENSE_OFF,MN_EARN_WNE_P10,STUFACR,MD_EARN_WNE_MALE0_P10,MD_EARN_WNE_MALE1_P10,BBRR4_FED_UG_PAIDINFULL,AVGFACSAL,PRGMOFR,MD_FAMINC,MEDIAN_HH_INC,PCTFLOAN,INEXPFTE,TUITFTE,RET_FT4_POOLED
2328,Heritage Bible College,Dunn,NC,3,41.0,,,,30.0,8328.0,8328.0,0.25,,0.25,1,1000.0,,,9918.0,4080.0,PrivacySuppressed,3.0,,,PrivacySuppressed,2167.0,,40466.0,47613.69,0.7907,5057.0,10145.0,0.8
2329,High Point University,High Point,NC,3,12.0,0.8028,650.0,650.0,4871.0,39752.0,39752.0,0.7048,0.8153,0.6543,1,1500.0,15906.0,2250.0,12000.0,2500.0,42900,17.0,53524.0,58787.0,0.26,8267.0,,111649.0,63207.13,0.419,9065.0,24007.0,0.8198
2330,Isothermal Community College,Spindale,NC,1,32.0,,,,1115.0,1994.0,6602.0,,,,2,1400.0,,,9630.0,7524.0,26600,12.0,25875.0,40295.0,PrivacySuppressed,6018.0,,18945.0,43260.81,0.0,5959.0,499.0,
2331,James Sprunt Community College,Kenansville,NC,2,42.0,,,,1027.0,2570.0,8714.0,,,,2,2000.0,,,7500.0,3900.0,28100,9.0,28291.0,35852.0,<=0.10,5177.0,,17608.0,41118.81,0.0,5310.0,606.0,
2332,Johnson C Smith University,Charlotte,NC,3,11.0,0.4453,,,1122.0,18944.0,18944.0,0.3904,0.5696,0.2673,1,1600.0,7100.0,5800.0,8400.0,6250.0,31400,9.0,39208.0,40577.0,0.02,6454.0,,26404.0,57295.75,0.8093,10437.0,11975.0,0.6167
2333,Johnston Community College,Smithfield,NC,2,41.0,,,,2682.0,2657.0,8801.0,,,,2,1537.0,,,3791.0,11080.0,32000,13.0,33320.0,43674.0,0.05-0.09,6157.0,,19436.5,52574.25,0.0,5052.0,1076.0,
2334,Lees-McRae College,Banner Elk,NC,3,42.0,0.592,650.0,590.0,869.0,28290.0,28290.0,0.404,0.6667,0.3586,1,600.0,11550.0,2200.0,11550.0,2600.0,34400,11.0,41125.0,43229.0,0.11-0.12,5317.0,,42683.0,55854.25,0.6268,7740.0,8718.0,0.6721
2335,Lenoir Community College,Kinston,NC,1,32.0,,,,1454.0,2568.0,8712.0,,,,2,1800.0,,,6364.0,5102.0,29400,10.0,28219.0,37735.0,PrivacySuppressed,5032.0,,17551.0,43761.86,0.0,9183.0,1308.0,
2336,Lenoir-Rhyne University,Hickory,NC,3,13.0,0.8572,,,1458.0,41500.0,41500.0,0.4821,0.621,0.3879,1,1360.0,12800.0,3250.0,12800.0,3250.0,43600,12.0,41604.0,53377.0,0.13-0.14,7484.0,,44652.5,58700.84,0.5833,7635.0,13507.0,0.6757
2337,Leons Beauty School Inc,Greensboro,NC,1,11.0,,,,135.0,,,,,,3,,,,,,23800,19.0,24079.0,,PrivacySuppressed,,4.0,14834.5,55427.6,0.0,1301.0,4066.0,
2338,Livingstone College,Salisbury,NC,3,22.0,0.513,500.0,488.0,890.0,18296.0,18296.0,0.2304,0.5797,0.1425,1,1300.0,6794.0,2000.0,3262.0,3429.0,26100,13.0,30956.0,33187.0,<=0.01,5599.0,,20000.0,55022.91,0.9041,5991.0,12780.0,0.5082
2339,Louisburg College,Louisburg,NC,2,31.0,0.8158,,,501.0,20878.0,20878.0,,,,2,300.0,11550.0,2902.0,6690.0,2902.0,30000,16.0,30012.0,35519.0,0.03-0.04,4615.0,,27974.0,57472.96,0.791,5277.0,10263.0,
2340,Mars Hill University,Mars Hill,NC,3,21.0,0.7951,,,1018.0,35655.0,35655.0,0.3351,0.7411,0.2779,1,0.0,9934.0,1900.0,7796.0,1800.0,33800,9.0,42791.0,42964.0,0.09-0.10,5585.0,,38916.0,56558.51,0.7291,14648.0,12423.0,0.705
2341,Martin Community College,Williamston,NC,1,41.0,,,,380.0,1915.0,6523.0,,,,2,1100.0,,,6300.0,4800.0,23100,10.0,21974.0,31571.0,PrivacySuppressed,5711.0,,13793.0,39624.72,0.0,10957.0,802.0,
2342,Mayland Community College,Spruce Pine,NC,1,32.0,,,,433.0,2561.0,8705.0,,,,2,1193.0,,,10070.0,5035.0,27100,15.0,28948.0,41738.0,PrivacySuppressed,5814.0,,19437.0,42394.98,0.0,8369.0,558.0,
2343,McDowell Technical Community College,Marion,NC,2,41.0,,,,431.0,1926.0,6534.0,,,,2,1200.0,,,8100.0,3668.0,28100,7.0,32466.0,37077.0,PrivacySuppressed,5109.0,,20675.0,45349.35,0.0,10536.0,1301.0,
2344,Meredith College,Raleigh,NC,3,11.0,0.6987,650.0,623.0,1411.0,41224.0,41224.0,0.6849,0.8221,0.6393,1,850.0,12120.0,1840.0,12120.0,1840.0,43500,10.0,45437.0,,0.15-0.16,7516.0,,61779.5,66301.42,0.595,11624.0,18872.0,0.8391
2345,Methodist University,Fayetteville,NC,3,12.0,0.7859,620.0,610.0,1512.0,36960.0,36960.0,0.3686,0.6207,0.2279,1,1400.0,12919.0,4659.0,9313.0,3737.0,43700,10.0,41934.0,47966.0,0.11,7469.0,,38888.5,58239.21,0.5582,11993.0,20096.0,0.5997
2346,Miller-Motte College-Wilmington,Wilmington,NC,1,12.0,,,,1860.0,,,0.1253,0.0,0.1872,1,,,,,,28100,35.0,26522.0,35029.0,0.03,4362.0,7.0,16310.0,52030.84,0.5958,2439.0,8944.0,0.2286
2347,Mitchell Community College,Statesville,NC,1,21.0,,,,1847.0,2651.0,8795.0,,,,2,1690.0,,,11430.0,5976.0,27700,18.0,27128.0,35906.0,PrivacySuppressed,5343.0,,20011.0,54960.98,0.0,7260.0,1363.0,
2348,Mitchells Academy,Wilson,NC,1,31.0,,,,32.0,,,,,,3,,,,,,25400,10.0,25280.0,,0.10-0.19,,1.0,23427.0,67696.6,0.2581,3676.0,3881.0,
2349,Montgomery Community College,Troy,NC,2,41.0,,,,676.0,2538.0,8682.0,,,,2,2702.0,,,8514.0,6199.0,29200,9.0,29415.0,42271.0,PrivacySuppressed,5020.0,,20533.0,46124.58,0.0,7623.0,1256.0,
2350,Montreat College,Montreat,NC,3,21.0,0.9024,630.0,590.0,851.0,29462.0,29462.0,0.2937,0.7685,0.2581,1,1200.0,9828.0,2750.0,6244.0,2460.0,42500,13.0,39766.0,49432.0,0.10-0.14,5782.0,,43222.0,61225.9,0.7325,4730.0,13441.0,0.7297
2351,University of Mount Olive,Mount Olive,NC,3,31.0,0.8258,570.0,580.0,1891.0,22618.0,22618.0,0.4746,0.6241,0.364,1,1350.0,9170.0,2000.0,6000.0,1800.0,43700,14.0,42299.0,53152.0,0.07,6666.0,,30171.5,51727.18,0.6196,3624.0,10381.0,0.6388
2352,College of Wilmington,Wilmington,NC,1,12.0,,,,175.0,,,,,,3,,,,,,PrivacySuppressed,16.0,19789.0,,0.05-0.09,,4.0,8736.0,53708.8,0.5506,6573.0,9411.0,
2353,Nash Community College,Rocky Mount,NC,1,41.0,,,,1750.0,2834.0,8834.0,,,,2,2000.0,,,7200.0,3800.0,28800,20.0,32366.0,39639.0,0.06,5184.0,,18910.0,47581.1,0.0679,8070.0,1352.0,
2354,North Carolina A & T State University,Greensboro,NC,3,11.0,0.5735,590.0,580.0,11327.0,6733.0,20243.0,0.5307,0.7676,0.2871,1,730.0,8419.0,2730.0,10314.0,2730.0,39300,19.0,42261.0,46419.0,0.03,8573.0,,32000.0,56398.61,0.6691,7339.0,5639.0,0.7825
2355,University of North Carolina at Asheville,Asheville,NC,3,13.0,0.8163,690.0,640.0,3084.0,7319.0,24667.0,0.6458,0.747,0.4782,1,1200.0,10248.0,2464.0,10248.0,3564.0,38800,14.0,43515.0,47378.0,0.16,8105.0,,44221.0,56376.64,0.4306,9067.0,6248.0,0.7538
2356,University of North Carolina at Chapel Hill,Chapel Hill,NC,3,13.0,0.204,680.0,700.0,19722.0,9028.0,36891.0,0.9047,0.9652,0.8372,1,1002.0,11882.0,2858.0,11882.0,2858.0,68800,15.0,64578.0,71524.0,0.3,12654.0,,58193.0,66893.88,0.1946,27674.0,14228.0,0.9584
2357,University of North Carolina at Charlotte,Charlotte,NC,3,11.0,0.7945,650.0,670.0,23708.0,7188.0,20622.0,0.6565,0.8462,0.4279,1,1000.0,12895.0,2633.0,12895.0,2633.0,50300,20.0,47815.0,64026.0,0.14,9839.0,,44089.0,65762.02,0.4522,9155.0,7937.0,0.8467
2358,University of North Carolina at Greensboro,Greensboro,NC,3,11.0,0.9084,650.0,610.0,14889.0,7468.0,22627.0,0.5755,0.779,0.3821,1,1000.0,9686.0,2250.0,9686.0,2584.0,40900,17.0,44612.0,50559.0,0.1,8669.0,,37092.0,60658.11,0.5195,10407.0,6017.0,0.7946
2359,North Carolina Central University,Durham,NC,3,11.0,0.7602,600.0,550.0,5323.0,6644.0,19351.0,0.5077,0.7364,0.2861,1,1500.0,10744.0,6272.0,10744.0,6605.0,35300,15.0,39780.0,42331.0,0.02,8479.0,,27183.0,57501.19,0.6413,11134.0,6737.0,0.7555
2360,University of North Carolina School of the Arts,Winston Salem,NC,3,12.0,0.2975,690.0,690.0,935.0,8941.0,26175.0,0.6985,0.9124,0.6717,1,1350.0,11502.0,2542.0,11502.0,2542.0,46700,6.0,40881.0,40069.0,0.10-0.14,7533.0,,67704.0,68862.71,0.5141,22094.0,15018.0,0.9135
2361,North Carolina State University at Raleigh,Raleigh,NC,3,11.0,0.4748,700.0,740.0,24999.0,9131.0,29916.0,0.8436,0.9425,0.6388,1,1094.0,11957.0,2804.0,11957.0,2804.0,59500,15.0,57837.0,73980.0,0.27,11053.0,,64900.0,64180.75,0.35,15880.0,10371.0,0.9391
2362,North Carolina Wesleyan University,Rocky Mount,NC,3,13.0,0.2802,560.0,560.0,1362.0,33371.0,33371.0,0.4026,0.6511,0.2971,1,300.0,11918.0,2200.0,9000.0,2500.0,41900,12.0,43284.0,45117.0,0.05,6144.0,,24995.0,57249.1,0.6887,5444.0,10778.0,0.6543
2363,University of North Carolina Wilmington,Wilmington,NC,3,12.0,0.6798,670.0,660.0,14161.0,7238.0,21303.0,0.7175,0.8326,0.5616,1,1130.0,11346.0,6141.0,11346.0,6141.0,46600,16.0,49731.0,57905.0,0.17,8630.0,,52650.0,62176.12,0.3859,8761.0,6525.0,0.837
2364,Pamlico Community College,Grantsboro,NC,1,42.0,,,,198.0,1867.0,6475.0,,,,2,1500.0,,,10143.0,5112.0,28100,3.0,21908.0,,PrivacySuppressed,5199.0,,14462.0,45786.75,0.0,16639.0,1659.0,
2365,William Peace University,Raleigh,NC,3,11.0,0.5209,605.0,625.0,666.0,32450.0,32450.0,0.4206,0.766,0.3411,1,,12040.0,4694.0,9012.0,5438.0,36900,11.0,44224.0,,0.07-0.08,5889.0,,35829.0,63605.3,0.5747,4971.0,15403.0,0.7484
2366,University of North Carolina at Pembroke,Pembroke,NC,3,32.0,0.9184,580.0,560.0,6179.0,3495.0,7495.0,0.4317,0.7273,0.2368,1,1000.0,10684.0,1736.0,8348.0,2764.0,36400,15.0,39017.0,44094.0,0.07,7482.0,,31200.0,49520.51,0.5275,6292.0,3220.0,0.716
2367,Pfeiffer University,Misenheimer,NC,3,42.0,0.7176,580.0,585.0,744.0,32480.0,32480.0,0.3439,0.6879,0.2866,1,1500.0,12274.0,2000.0,12274.0,2000.0,45000,11.0,41693.0,52256.0,0.09-0.10,6995.0,,39008.0,62403.22,0.7155,10492.0,13036.0,0.6753
2368,Piedmont Community College,Roxboro,NC,2,41.0,,,,726.0,2551.0,8695.0,,,,2,1950.0,,,4448.0,7070.0,29200,9.0,27820.0,30362.0,<=0.20,4954.0,,18000.0,50774.21,0.0,12392.0,1259.0,
2369,Pitt Community College,Winterville,NC,2,22.0,,,,5327.0,1940.0,6548.0,,,,2,1500.0,,,6844.0,4238.0,30600,15.0,33498.0,39715.0,0.04,5638.0,,18344.0,45982.81,0.116,6032.0,1269.0,
2370,Queens University of Charlotte,Charlotte,NC,3,11.0,0.692,620.0,618.0,1418.0,38726.0,38726.0,0.6429,0.6939,0.5643,1,1200.0,13262.0,2310.0,15368.0,3780.0,49400,9.0,57821.0,63867.0,0.15-0.16,7925.0,,53591.5,69597.25,0.5377,8969.0,14768.0,0.7425
2371,Randolph Community College,Asheboro,NC,1,31.0,,,,1409.0,2416.0,8146.0,,,,2,1276.0,,,8302.0,8152.0,28200,8.0,28634.0,41251.0,PrivacySuppressed,5398.0,,20382.5,52096.76,0.0,6660.0,1034.0,
2372,Richmond Community College,Hamlet,NC,1,32.0,,,,1329.0,2536.0,8680.0,,,,2,1500.0,,,6300.0,6100.0,26400,11.0,28125.0,34138.0,PrivacySuppressed,6001.0,,15198.5,40602.31,0.0,6866.0,385.0,
2373,Mid-Atlantic Christian University,Elizabeth City,NC,3,32.0,0.48,580.0,580.0,133.0,16490.0,16490.0,0.4364,0.36,0.25,1,1200.0,9200.0,5350.0,5667.0,9650.0,33000,7.0,25659.0,37635.0,<=0.10,5078.0,,34565.5,56960.2,0.7636,7598.0,9335.0,0.4384
2374,Roanoke-Chowan Community College,Ahoskie,NC,2,41.0,,,,562.0,2642.0,8786.0,,,,2,2500.0,,,7500.0,1600.0,25500,13.0,26912.0,27968.0,PrivacySuppressed,6014.0,,13400.5,36566.81,0.0,5706.0,558.0,
2375,Robeson Community College,Lumberton,NC,2,32.0,,,,1381.0,2563.0,8707.0,,,,2,1650.0,,,8360.0,5720.0,24800,15.0,24770.0,36295.0,<=0.10,6182.0,,13693.5,39332.53,0.0,10584.0,874.0,
2376,Rockingham Community College,Wentworth,NC,2,42.0,,,,1277.0,1966.0,6574.0,,,,2,1500.0,,,7600.0,4550.0,29500,11.0,27117.0,38446.0,PrivacySuppressed,5234.0,,21123.5,47682.39,0.0,8215.0,1489.0,
2377,Rowan-Cabarrus Community College,Salisbury,NC,1,22.0,,,,4404.0,2626.0,8770.0,,,,2,1800.0,,,8500.0,3100.0,27300,15.0,28232.0,39450.0,0.05,5710.0,,18920.0,55882.14,0.0,5703.0,935.0,
2378,Saint Augustine's University,Raleigh,NC,3,11.0,0.7476,,,1239.0,16896.0,16896.0,0.2212,0.7664,0.149,1,1000.0,8942.0,5280.0,8942.0,5280.0,30000,12.0,36133.0,35566.0,<=0.02,4791.0,,22161.5,57856.71,0.6563,1388.0,1346.0,0.6461
2379,Salem College,Winston-Salem,NC,3,12.0,0.9019,605.0,595.0,346.0,31016.0,31016.0,0.6739,0.6167,0.6576,1,1500.0,12300.0,4650.0,,,37400,15.0,44259.0,,0.07-0.08,5923.0,,35899.0,59058,0.5244,9596.0,12601.0,0.5526
2380,Sampson Community College,Clinton,NC,2,32.0,,,,883.0,2830.0,9742.0,,,,2,2289.0,,,11672.0,5590.0,27900,8.0,28173.0,33956.0,PrivacySuppressed,5127.0,,16025.0,43256.27,0.0,7151.0,599.0,
2381,Sandhills Community College,Pinehurst,NC,2,41.0,,,,2608.0,2764.0,8908.0,,,,2,2000.0,,,10714.0,9913.0,28300,13.0,28211.0,37553.0,PrivacySuppressed,5455.0,,19710.5,48801.3,0.0,6677.0,1301.0,
2382,Shaw University,Raleigh,NC,3,11.0,0.6534,,,986.0,16480.0,16480.0,0.1629,0.5797,0.0877,1,1300.0,8514.0,3440.0,8100.0,4390.0,30500,15.0,32334.0,36118.0,<=0.01,4753.0,,21406.0,53196.27,0.6632,6137.0,15802.0,0.6205
2383,Paul Mitchell the School-Fayetteville,Fayetteville,NC,1,12.0,,,,190.0,,,,,,3,,,,,,PrivacySuppressed,22.0,17130.0,,0.05-0.06,,2.0,23585.5,49438.41,0.5662,4477.0,10063.0,
2384,St. Andrews University,Laurinburg,NC,3,32.0,0.1229,,,876.0,28630.0,28630.0,0.3125,0.5981,0.3125,1,3300.0,11300.0,5870.0,4516.0,7554.0,40100,14.0,41953.0,47200.0,0.09-0.10,3660.0,,39516.0,55372.47,0.7475,5927.0,15603.0,0.565
2385,Southeastern Community College,Whiteville,NC,2,42.0,,,,860.0,2600.0,8744.0,,,,2,1400.0,,,9450.0,3600.0,26800,11.0,25501.0,34759.0,<=0.20,6004.0,,14979.5,37299.83,0.0,9593.0,804.0,
2386,Southwestern Community College,Sylva,NC,1,32.0,,,,1662.0,2601.0,7913.0,,,,2,1200.0,,,9000.0,5700.0,27800,11.0,28803.0,37005.0,0.05-0.09,5745.0,,21372.5,44351.66,0.0487,8120.0,1215.0,
2387,Stanly Community College,Albemarle,NC,1,32.0,,,,1638.0,2794.0,9245.0,,,,2,1364.0,,,7792.0,6638.0,32300,11.0,28361.0,43337.0,PrivacySuppressed,5267.0,,21481.0,52478.58,0.0,6195.0,1055.0,
2388,Southeastern Baptist Theological Seminary,Wake Forest,NC,3,21.0,0.8989,,,529.0,10202.0,10202.0,0.5051,0.8588,0.3736,1,800.0,6836.0,8000.0,11000.0,8000.0,,9.0,,,PrivacySuppressed,7078.0,,,,0.0,4365.0,6865.0,0.8121
2389,Surry Community College,Dobson,NC,2,42.0,,,,1682.0,2663.0,8807.0,,,,2,1700.0,,,10125.0,4125.0,29900,13.0,30892.0,40220.0,PrivacySuppressed,5884.0,,22628.0,47402.6,0.0,6480.0,1036.0,
2390,Alamance Community College,Graham,NC,1,41.0,,,,2656.0,2492.0,8636.0,,,,2,4456.0,,,10482.0,9471.0,28600,13.0,31127.0,34994.0,PrivacySuppressed,5702.0,,20233.0,54329.2,0.0,5897.0,2387.0,
2391,Tri-County Community College,Murphy,NC,2,43.0,,,,481.0,2363.0,8507.0,,,,2,1035.0,,,7373.0,5531.0,25300,10.0,26378.0,34504.0,PrivacySuppressed,5044.0,,20534.0,39307.69,0.0,8304.0,783.0,
2392,Vance-Granville Community College,Henderson,NC,2,32.0,,,,1744.0,1944.0,6552.0,,,,2,1595.0,,,5333.0,7625.0,26200,13.0,28652.0,35585.0,<=0.20,4964.0,,17595.0,49828.1,0.0,6096.0,1078.0,
2393,Wake Forest University,Winston-Salem,NC,3,12.0,0.2518,,,5465.0,59770.0,59770.0,0.9025,0.938,0.8619,1,1500.0,16044.0,2572.0,16044.0,2572.0,79600,10.0,78609.0,89656.0,0.33,12040.0,,94263.0,80539.14,0.1728,28403.0,35754.0,0.9416
2394,Wake Technical Community College,Raleigh,NC,1,21.0,,,,18327.0,2768.0,8912.0,,,,2,1800.0,,,10000.0,4600.0,35000,17.0,34831.0,44972.0,0.06,5593.0,,24587.0,68803.08,0.1785,5506.0,1877.0,
2395,Warren Wilson College,Swannanoa,NC,3,21.0,0.774,,,718.0,38450.0,38450.0,0.3897,0.6598,0.2872,1,850.0,11750.0,3030.0,11750.0,5030.0,29500,9.0,31430.0,37913.0,0.15-0.19,5962.0,,44436.0,70885.71,0.624,12037.0,12701.0,0.6084
2396,Watts School of Nursing,Durham,NC,1,11.0,,,,144.0,,,,,,1,,,,,,PrivacySuppressed,10.0,,,PrivacySuppressed,4584.0,,,71017.44,0.84,18839.0,21117.0,
2397,Wayne Community College,Goldsboro,NC,1,13.0,,,,2522.0,2524.0,8668.0,,,,2,1600.0,,,9550.0,3850.0,30200,12.0,26769.0,39263.0,0.05-0.09,5438.0,,21064.0,46927.39,0.0,8069.0,1276.0,
2398,Western Piedmont Community College,Morganton,NC,2,13.0,,,,1059.0,2630.0,8774.0,,,,2,1400.0,,,7504.0,9065.0,27100,9.0,29502.0,36802.0,<=0.20,5621.0,,22002.0,48806.71,0.0,9137.0,1264.0,
2399,Wilkes Community College,Wilkesboro,NC,1,32.0,,,,1321.0,2572.0,8716.0,,,,2,1700.0,,,5890.0,4616.0,27700,6.0,27872.0,38266.0,0.05-0.09,5303.0,,21928.0,45971.33,0.0,8825.0,913.0,
2400,Wilson Community College,Wilson,NC,1,31.0,,,,936.0,2572.0,8716.0,,,,2,2500.0,,,10450.0,4060.0,26800,11.0,27927.0,32984.0,0.05-0.09,5464.0,,17419.0,44282.44,0.0865,6041.0,765.0,
2401,Wingate University,Wingate,NC,3,21.0,0.8453,,,2480.0,40170.0,40170.0,0.6099,0.6368,0.5301,1,1150.0,10270.0,4190.0,10800.0,5070.0,55700,15.0,48046.0,54681.0,0.13,8075.0,,57959.5,65044.99,0.5781,9091.0,14896.0,0.6409
2402,Carolina Christian College,Winston Salem,NC,3,12.0,,,,65.0,8930.0,8930.0,,0.4545,,1,800.0,5400.0,400.0,6750.0,16270.0,PrivacySuppressed,5.0,,,PrivacySuppressed,2722.0,,13895.0,48527.11,0.9688,1646.0,9348.0,0.5116
2403,Winston Salem Barber School,Winston-Salem,NC,1,12.0,,,,26.0,,,,,,3,,,,,,PrivacySuppressed,22.0,,17172.0,PrivacySuppressed,,1.0,8534.0,53286.01,0.0,1353.0,4103.0,
2404,Winston-Salem State University,Winston-Salem,NC,3,12.0,0.8147,520.0,520.0,4581.0,6247.0,16903.0,0.4578,0.762,0.2832,1,1690.0,11440.0,3226.0,10057.0,5258.0,37200,16.0,41345.0,40498.0,0.04,8257.0,,28551.5,54716.68,0.6737,8818.0,4221.0,0.7641
2405,Western Carolina University,Cullowhee,NC,3,32.0,0.7942,620.0,610.0,9980.0,4367.0,8367.0,0.6136,0.7463,0.429,1,621.0,11097.0,2933.0,11428.0,2933.0,41300,15.0,42019.0,49726.0,0.13,7870.0,,46182.0,56230.92,0.486,7679.0,3988.0,0.783
2406,Rasmussen University-North Dakota,Fargo,ND,2,12.0,,,,575.0,10901.0,10901.0,0.1538,,0.0,1,106.0,,,8721.0,4878.0,34300,17.0,34597.0,46241.0,0.08,5994.0,,25123.5,66941.62,0.8918,5176.0,17128.0,
2407,Bismarck State College,Bismarck,ND,2,13.0,,,,2613.0,4926.0,6930.0,0.526,,,1,1100.0,7457.0,3400.0,7457.0,3400.0,53600,14.0,40669.0,66539.0,0.26,6332.0,,55668.0,50242.92,0.2578,10395.0,5316.0,
2408,Dickinson State University,Dickinson,ND,3,33.0,0.9935,535.0,528.0,1166.0,8122.0,9942.0,0.3636,0.6535,0.184,1,1200.0,7500.0,3500.0,7500.0,3500.0,49300,13.0,44375.0,60361.0,0.23-0.24,6908.0,,58846.0,46555.21,0.4113,9322.0,6978.0,0.6437
2409,Nueta Hidatsa Sahnish College,New Town,ND,2,43.0,,,,155.0,3870.0,3870.0,0.1091,,0.0,1,1500.0,10440.0,3500.0,10440.0,3500.0,31200,7.0,18368.0,,PrivacySuppressed,5883.0,,,37411.99,0.0,6910.0,3799.0,
2410,Josef's School of Hair Skin & Body-Grand Forks,Grand Forks,ND,1,13.0,,,,36.0,,,,,,2,,,,,,25100,12.0,26361.0,,0.10-0.19,,5.0,27728.0,48620.23,0.7703,3355.0,10735.0,
2411,University of Jamestown,Jamestown,ND,3,33.0,0.7579,560.0,580.0,992.0,23498.0,23498.0,0.5565,0.7241,0.4391,1,1300.0,8316.0,3200.0,8316.0,3200.0,49600,11.0,48268.0,60011.0,0.25-0.29,6645.0,,77811.5,51493.83,0.7029,10360.0,9815.0,0.7292
2412,Lake Region State College,Devils Lake,ND,2,33.0,,,,550.0,5000.0,5000.0,,,,2,1000.0,6950.0,3900.0,6950.0,3900.0,39800,14.0,35456.0,49079.0,0.13-0.14,6804.0,,37857.5,46794.02,0.1496,6713.0,4376.0,
2413,Cankdeska Cikana Community College,Fort Totten,ND,2,42.0,,,,223.0,3950.0,3950.0,,,,2,1400.0,,,5750.0,4200.0,20000,8.0,,8364.0,PrivacySuppressed,4692.0,,6524.0,33868.13,0.0,11735.0,100.0,
2414,University of Mary,Bismarck,ND,3,41.0,0.7879,,,2185.0,20290.0,20290.0,0.6427,0.7714,0.5136,1,1014.0,7990.0,2829.0,11237.0,2829.0,53000,15.0,55195.0,64181.0,0.31,8008.0,,77856.0,50623.12,0.514,7610.0,17446.0,0.7778
2415,Mayville State University,Mayville,ND,3,43.0,0.6099,,,866.0,7622.0,10756.0,0.3185,0.6212,0.1811,1,1000.0,8955.0,3100.0,8955.0,3100.0,43300,14.0,41972.0,53001.0,0.13-0.14,6135.0,,47272.0,51474.96,0.4524,8504.0,6660.0,0.6245
2416,Minot State University,Minot,ND,3,33.0,0.8838,600.0,600.0,2248.0,8164.0,8164.0,0.465,0.7299,0.2675,1,1100.0,6892.0,3650.0,6892.0,3650.0,46900,11.0,42504.0,56315.0,0.2,7348.0,,51786.5,47057.03,0.3863,7994.0,6602.0,0.7212
2417,University of North Dakota,Grand Forks,ND,3,13.0,0.8903,630.0,660.0,8998.0,10596.0,15037.0,0.6178,0.7661,0.3983,1,800.0,9922.0,3446.0,9922.0,3446.0,57800,17.0,53433.0,71034.0,0.24,9136.0,,78651.0,56722.24,0.4511,17790.0,15459.0,0.7906
2418,North Dakota State College of Science,Wahpeton,ND,2,32.0,,,,1778.0,5646.0,6606.0,,,,2,1000.0,6668.0,3406.0,6668.0,3406.0,47700,12.0,38760.0,54435.0,0.19,6874.0,,51056.0,49644.76,0.3747,9210.0,4291.0,
2419,Dakota College at Bottineau,Bottineau,ND,2,43.0,,,,490.0,5173.0,7351.0,,,,2,1000.0,8116.0,3400.0,8116.0,3400.0,43000,14.0,36619.0,52875.0,0.10-0.14,4924.0,,31970.0,43850.89,0.2075,7966.0,4152.0,
2420,North Dakota State University-Main Campus,Fargo,ND,3,12.0,0.9546,640.0,673.0,9932.0,10601.0,15076.0,0.6487,0.7612,0.4122,1,800.0,9078.0,3400.0,9078.0,3400.0,55500,18.0,51542.0,66926.0,0.29,9434.0,,80195.0,55831.54,0.5172,10490.0,10452.0,0.7901
2421,Williston State College,Williston,ND,2,33.0,,,,669.0,5981.0,5981.0,,,,2,1100.0,8188.0,3400.0,11164.0,3400.0,45800,21.0,38610.0,63527.0,0.15-0.19,6935.0,,39111.0,44173.11,0.1929,9059.0,2046.0,
2422,Sitting Bull College,Fort Yates,ND,2,43.0,,,,216.0,4010.0,4010.0,0.1064,,,1,1200.0,5546.0,3500.0,7416.0,3500.0,21400,6.0,18295.0,,PrivacySuppressed,6056.0,,4660.5,33004.53,0.0,21577.0,5155.0,
2423,Trinity Bible College and Graduate School,Ellendale,ND,3,43.0,0.9688,,,144.0,17686.0,17686.0,0.3958,0.6552,0.3235,1,1000.0,6436.0,3850.0,8300.0,5150.0,31700,7.0,30102.0,41355.0,<=0.10,4063.0,,36727.0,50788.22,0.8675,8371.0,9862.0,0.5692
2424,Turtle Mountain Community College,Belcourt,ND,1,43.0,,,,383.0,2338.0,2338.0,0.2931,0.75,0.0909,1,400.0,,,6374.0,8650.0,26100,7.0,23584.0,32688.0,PrivacySuppressed,6614.0,,5804.5,34450.26,0.0,12284.0,2141.0,0.6591
2425,United Tribes Technical College,Bismarck,ND,2,23.0,,,,448.0,4252.0,4252.0,0.175,,,1,1400.0,5100.0,2070.0,5360.0,1600.0,21100,11.0,18347.0,19240.0,<=0.10,5944.0,,9746.0,41276.26,0.0,17431.0,9227.0,
2426,Valley City State University,Valley City,ND,3,33.0,0.8145,585.0,605.0,942.0,8195.0,12969.0,0.5318,0.6057,0.3468,1,1100.0,6919.0,3802.0,6919.0,3802.0,41700,13.0,43091.0,53897.0,0.21-0.22,6273.0,,59878.0,48927.68,0.3595,11036.0,6158.0,0.6667
2427,ETI Technical College,Niles,OH,1,21.0,,,,129.0,10502.0,10502.0,,,,2,3500.0,,,5000.0,3740.0,25600,8.0,23213.0,42803.0,<=0.05,3889.0,,15256.0,45835.96,0.719,7041.0,10717.0,
2428,Air Force Institute of Technology-Graduate School of Engineering & Management,Wright-Patterson AFB,OH,4,21.0,,,,,,,,,,1,,,,,,,,,,PrivacySuppressed,,,,,,,,
