,School_Name,City,State,PREDDEG,LOCALE,Admission_Rate,ACT_Reading_Scores_75th_Percentile,ACT_Math_Scores_75th_Percentile,Undergraduate_Enrollment,InState_Tuition,OutOfState_Tuition,C150_4,RET_FT4,Completion_Rate_100%_Expected_Time,ICLEVEL,BOOKSUPPLY,ROOMBOARD_ON,OTHEREXPENSE_ON,ROOMBOARD_OFF,OTHEREXPENSE_OFF,Mean_Earnings_10_Years_Post_Grad,Student_Faculty_Ratio,Median_Woman_Earnings_Post_Grad,Median_Male_Earnings_Post_Grad,Percentage_Federal_Loans_Paid_After_4Years,Average_Faculty_Salary
3534,Marquette University,Milwaukee,WI,3,11.0,0.8626,680.0,680.0,7466.0,45766.0,45766.0,0.8136,0.8913,0.6448,1,816.0,14140.0,2540.0,14140.0,4840.0,70700,13.0,69795.0,85463.0,0.3,10147.0
3538,Milwaukee Institute of Art & Design,Milwaukee,WI,3,11.0,0.6827,632.0,632.0,896.0,39560.0,39560.0,0.5311,0.7363,0.452,1,800.0,9490.0,1720.0,9490.0,1720.0,37500,11.0,39056.0,41943.0,0.10-0.14,5935.0
3539,Milwaukee School of Engineering,Milwaukee,WI,3,11.0,0.6672,655.0,750.0,2554.0,45099.0,45099.0,0.6599,0.8028,0.4453,1,1000.0,12047.0,1810.0,10827.0,5452.0,71100,13.0,77766.0,86446.0,0.31,9563.0
3541,Mount Mary University,Milwaukee,WI,3,11.0,0.6236,563.0,560.0,659.0,32760.0,32760.0,0.5068,0.6763,0.3904,1,1400.0,9640.0,6432.0,7254.0,6432.0,43000,10.0,47795.0,0.0,0.11-0.12,6695.0
3546,Northland College,Ashland,WI,3,33.0,0.5766,590.0,570.0,520.0,39894.0,39894.0,0.5827,0.7315,0.5276,1,800.0,9688.0,2650.0,9688.0,2650.0,35500,10.0,34231.0,46428.0,0.10-0.14,6611.0
3547,Ripon College,Ripon,WI,3,32.0,0.7977,570.0,590.0,790.0,48100.0,48100.0,0.6204,0.722,0.5556,1,750.0,9090.0,1600.0,6750.0,1600.0,51300,14.0,45999.0,60217.0,0.15-0.19,7584.0
3549,Saint Norbert College,De Pere,WI,3,22.0,0.8515,650.0,630.0,1919.0,41887.0,41887.0,0.7804,0.8079,0.7525,1,950.0,11682.0,1100.0,4526.0,1400.0,51300,13.0,49171.0,64010.0,0.29,8521.0
3552,Viterbo University,La Crosse,WI,3,13.0,0.7746,630.0,660.0,1639.0,29920.0,29920.0,0.6464,0.7442,0.4803,1,1000.0,9865.0,2500.0,9865.0,2500.0,47400,11.0,51338.0,57540.0,0.2,6562.0
3556,University of Wisconsin-Whitewater,Whitewater,WI,3,32.0,0.8297,632.0,632.0,9298.0,7730.0,16602.0,0.6347,0.7474,0.3901,1,580.0,7750.0,3160.0,7750.0,3160.0,45800,20.0,47479.0,58822.0,0.19,8148.0
3559,University of Wisconsin-Eau Claire,Eau Claire,WI,3,13.0,0.7746,632.0,632.0,9633.0,8874.0,17149.0,0.6805,0.7797,0.4461,1,400.0,8572.0,3366.0,8572.0,3366.0,50300,20.0,51619.0,62664.0,0.24,8228.0
3560,University of Wisconsin-Green Bay,Green Bay,WI,3,12.0,0.9143,632.0,632.0,6475.0,7873.0,16091.0,0.5461,0.7227,0.3776,1,800.0,7392.0,3824.0,7392.0,3824.0,44500,23.0,46599.0,54537.0,0.17,7082.0
3561,University of Wisconsin-La Crosse,La Crosse,WI,3,13.0,0.7385,632.0,632.0,9230.0,9195.0,18014.0,0.7302,0.8411,0.4642,1,120.0,6770.0,2028.0,6770.0,2028.0,52500,19.0,54468.0,63444.0,0.23,7702.0
3562,Wisconsin Lutheran College,Milwaukee,WI,3,11.0,0.9802,570.0,600.0,976.0,32766.0,32766.0,0.6105,0.8007,0.4981,1,800.0,11050.0,2424.0,7948.0,6840.0,45300,12.0,46816.0,55533.0,0.23-0.24,6930.0
3563,University of Wisconsin-Oshkosh,Oshkosh,WI,3,13.0,0.8989,632.0,632.0,8419.0,7733.0,15306.0,0.5518,0.6889,0.2711,1,1000.0,8758.0,2700.0,8758.0,3700.0,45600,21.0,47640.0,56977.0,0.2,7674.0
3564,University of Wisconsin-Parkside,Kenosha,WI,3,22.0,0.7497,632.0,632.0,3244.0,7444.0,15714.0,0.4151,0.6537,0.1784,1,600.0,7826.0,4003.0,8550.0,4003.0,42600,17.0,42126.0,50109.0,0.13,7411.0
3565,Herzing University-Madison,Madison,WI,3,11.0,0.9425,632.0,632.0,1661.0,14200.0,14200.0,0.3233,0.4545,0.2195,1,0.0,0.0,0.0,9243.0,5202.0,41600,17.0,32250.0,42286.0,0.04,6719.0
3566,University of Wisconsin-Stout,Menomonie,WI,3,32.0,0.9139,632.0,632.0,6480.0,9553.0,17820.0,0.5611,0.6783,0.287,1,432.0,7452.0,3336.0,6694.0,3336.0,48700,19.0,48083.0,66345.0,0.2,7604.0
3567,University of Wisconsin-Superior,Superior,WI,3,22.0,0.7623,632.0,632.0,2075.0,8155.0,15728.0,0.4298,0.6468,0.264,1,1000.0,6912.0,3673.0,6912.0,3673.0,39800,16.0,41596.0,52135.0,0.12,6696.0
3568,University of Wisconsin-Madison,Madison,WI,3,11.0,0.6035,720.0,780.0,33506.0,10720.0,38608.0,0.892,0.9522,0.693,1,1150.0,12548.0,3000.0,12548.0,3000.0,68000,17.0,64535.0,79500.0,0.32,13632.0
3569,University of Wisconsin-Milwaukee,Milwaukee,WI,3,11.0,0.8896,632.0,632.0,18322.0,9610.0,21475.0,0.4735,0.7564,0.2251,1,800.0,10732.0,3472.0,10732.0,3472.0,48200,18.0,49154.0,59652.0,0.14,9099.0
3570,University of Wisconsin-Platteville,Platteville,WI,3,32.0,0.8757,632.0,632.0,6124.0,7844.0,16483.0,0.5896,0.7587,0.2848,1,200.0,8071.0,4659.0,9582.0,4659.0,51200,20.0,45761.0,65021.0,0.24,7335.0
3571,University of Wisconsin-River Falls,River Falls,WI,3,32.0,0.8624,632.0,632.0,4730.0,8088.0,15661.0,0.5664,0.7177,0.3849,1,400.0,7108.0,3300.0,6900.0,4500.0,44900,19.0,47141.0,56738.0,0.2,8061.0
3572,University of Wisconsin-Stevens Point,Stevens Point,WI,3,32.0,0.9016,632.0,632.0,7103.0,8331.0,17035.0,0.5545,0.7464,0.3439,1,250.0,7640.0,3092.0,7640.0,3092.0,43600,20.0,45180.0,53687.0,0.19,7225.0
3582,University of Wyoming,Laramie,WY,3,33.0,0.9678,632.0,632.0,8700.0,6277.0,20827.0,0.6023,0.7636,0.3702,1,1200.0,11144.0,3184.0,11144.0,3184.0,54200,14.0,47755.0,60998.0,0.18,9830.0
3594,Universidad Central de Bayamon,Bayamón,PR,3,12.0,0.9829,632.0,632.0,742.0,5522.0,5522.0,0.3636,0.8113,0.0805,1,1504.0,2700.0,3996.0,4860.0,3996.0,21600,14.0,20987.0,25903.0,0.05-0.09,2839.0
3596,Albizu University-San Juan,San Juan,PR,3,11.0,0.9341,632.0,632.0,666.0,7434.0,7434.0,0.4468,0.8017,0.383,1,3105.0,0.0,0.0,14610.0,5737.0,34000,16.0,37172.0,62304.0,0.05-0.09,3933.0
3599,Pontifical Catholic University of Puerto Rico-Arecibo,Arecibo,PR,3,23.0,0.9775,632.0,632.0,346.0,5443.0,5443.0,0.3385,0.8,0.1333,1,1786.0,0.0,0.0,6983.0,4916.0,21400,16.0,20152.0,27202.0,0.05,4079.0
3600,Pontifical Catholic University of Puerto Rico-Ponce,Ponce,PR,3,12.0,0.8528,632.0,632.0,4301.0,5545.0,5545.0,0.425,0.7788,0.1262,1,1786.0,5199.0,5025.0,6983.0,5352.0,21400,22.0,20152.0,27202.0,0.05,4342.0
3603,Colegio Universitario de San Juan,San Juan,PR,3,11.0,0.7692,632.0,632.0,675.0,2340.0,2340.0,0.3623,0.5676,0.0667,1,1130.0,0.0,0.0,7350.0,1600.0,28100,12.0,23272.0,29681.0,PrivacySuppressed,3267.0
3605,Puerto Rico Conservatory of Music,San Juan,PR,3,11.0,0.5077,632.0,632.0,315.0,3370.0,3370.0,0.5357,0.6923,0.25,1,1800.0,0.0,0.0,10000.0,2750.0,22100,5.0,26840.0,25169.0,<=0.20,3516.0
3609,Escuela de Artes Plasticas y Diseno de Puerto Rico,San Juan,PR,3,11.0,0.9912,632.0,632.0,485.0,4182.0,7062.0,0.3407,0.7258,0.022,1,3136.0,0.0,0.0,8144.0,2080.0,20600,9.0,20256.0,23544.0,PrivacySuppressed,2493.0
3619,Inter American University of Puerto Rico-San German,San German,PR,3,13.0,0.5476,632.0,632.0,2688.0,5292.0,5292.0,0.4112,0.7488,0.127,1,2135.0,5832.0,6360.0,9618.0,6360.0,0,22.0,20111.0,26337.0,0.06,5945.0
3620,Inter American University of Puerto Rico-Aguadilla,Aguadilla,PR,3,21.0,0.5688,632.0,632.0,2986.0,5254.0,5254.0,0.3337,0.6813,0.0912,1,2135.0,0.0,0.0,9618.0,6360.0,0,24.0,18543.0,28117.0,0.09,5074.0
3621,Inter American University of Puerto Rico-Arecibo,Arecibo,PR,3,13.0,0.5287,632.0,632.0,2665.0,5292.0,5292.0,0.3237,0.7005,0.1094,1,2135.0,0.0,0.0,9618.0,6360.0,0,26.0,20708.0,26433.0,0.07,5613.0
3622,Inter American University of Puerto Rico-Barranquitas,Barranquitas,PR,3,21.0,0.7948,632.0,632.0,1092.0,5254.0,5254.0,0.4193,0.7405,0.2255,1,2135.0,0.0,0.0,9618.0,6360.0,0,18.0,19896.0,27145.0,0.13-0.14,4861.0
3623,Inter American University of Puerto Rico-Metro,San Juan,PR,3,11.0,0.6536,632.0,632.0,3549.0,5292.0,5292.0,0.3383,0.6884,0.1803,1,2135.0,0.0,0.0,9618.0,6360.0,0,21.0,25592.0,32963.0,0.05,5810.0
3624,Inter American University of Puerto Rico-Ponce,Mercedita,PR,3,22.0,0.6163,632.0,632.0,2934.0,5292.0,5292.0,0.4022,0.634,0.119,1,2135.0,0.0,0.0,9618.0,6360.0,0,24.0,20597.0,30341.0,0.11,5507.0
3625,Inter American University of Puerto Rico-Fajardo,Fajardo,PR,3,23.0,0.5312,632.0,632.0,1288.0,5292.0,5292.0,0.3391,0.6379,0.118,1,2135.0,0.0,0.0,9618.0,6360.0,0,21.0,18604.0,26899.0,<=0.05,5264.0
3626,Inter American University of Puerto Rico-Guayama,Guayama,PR,3,13.0,0.9186,632.0,632.0,1491.0,5292.0,5292.0,0.3867,0.6214,0.2092,1,2135.0,0.0,0.0,9618.0,6360.0,0,21.0,22318.0,29164.0,0.05-0.06,4675.0
3627,Inter American University of Puerto Rico-Bayamon,Bayamon,PR,3,12.0,0.6754,632.0,632.0,3784.0,5292.0,5292.0,0.3295,0.6993,0.0569,1,2135.0,8232.0,6360.0,9618.0,6360.0,0,30.0,22955.0,31967.0,0.1,5540.0
3635,University of Puerto Rico-Aguadilla,Aguadilla,PR,3,21.0,0.8971,549.0,529.0,2166.0,5570.0,5570.0,0.5045,0.7644,0.0717,1,2168.0,0.0,0.0,11161.0,3000.0,PrivacySuppressed,20.0,20739.0,32087.0,0.10-0.14,7018.0
3636,University of Puerto Rico-Arecibo,Arecibo,PR,3,13.0,0.5582,632.0,632.0,3085.0,4940.0,4940.0,0.4481,0.7887,0.095,1,2168.0,0.0,0.0,11161.0,3953.0,PrivacySuppressed,20.0,22912.0,30614.0,0.10-0.14,5771.0
3637,University of Puerto Rico-Bayamon,Bayamon,PR,3,12.0,0.7886,632.0,632.0,3326.0,4970.0,4970.0,0.3861,0.7652,0.0629,1,2168.0,0.0,0.0,11161.0,4751.0,PrivacySuppressed,21.0,27519.0,35537.0,0.10-0.14,5495.0
3638,University of Puerto Rico-Carolina,Carolina,PR,3,21.0,0.4471,539.0,518.0,2281.0,7410.0,7410.0,0.4837,0.7593,0.2334,1,2793.0,0.0,0.0,11161.0,4751.0,PrivacySuppressed,18.0,26285.0,31353.0,0.10-0.14,6132.0
3639,University of Puerto Rico-Cayey,Cayey,PR,3,21.0,0.4804,569.0,562.0,2537.0,4790.0,4790.0,0.4722,0.7722,0.0787,1,2168.0,0.0,0.0,11161.0,4751.0,PrivacySuppressed,19.0,25274.0,33479.0,0.10-0.19,7400.0
3640,University of Puerto Rico-Humacao,Humacao,PR,3,21.0,0.4959,632.0,632.0,2804.0,4980.0,4980.0,0.5061,0.8161,0.1214,1,2168.0,0.0,0.0,11161.0,5953.0,PrivacySuppressed,14.0,25268.0,33383.0,0.10-0.14,5806.0
3642,University of Puerto Rico-Mayaguez,Mayaguez,PR,3,13.0,0.4938,632.0,632.0,11050.0,4870.0,4870.0,0.4704,0.8831,0.0363,1,2168.0,0.0,0.0,11161.0,3953.0,PrivacySuppressed,20.0,34431.0,48271.0,0.1,8443.0
3644,University of Puerto Rico at Ponce,Ponce,PR,3,12.0,0.4857,632.0,632.0,2249.0,4970.0,4970.0,0.4574,0.7756,0.1029,1,2168.0,0.0,0.0,11161.0,3953.0,PrivacySuppressed,20.0,23545.0,32441.0,0.05-0.09,5395.0
3645,University of Puerto Rico-Rio Piedras,San Juan,PR,3,11.0,0.5026,632.0,632.0,10133.0,4940.0,4940.0,0.5011,0.7968,0.1619,1,2168.0,0.0,0.0,11161.0,3000.0,PrivacySuppressed,13.0,30946.0,35664.0,0.1,6196.0
3647,Universidad del Sagrado Corazon,Santurce,PR,3,11.0,0.6156,632.0,632.0,3572.0,6120.0,6120.0,0.4123,0.6476,0.094,1,2500.0,9500.0,7500.0,10300.0,7500.0,23400,22.0,25879.0,31293.0,0.08,4070.0
3649,Universidad Central Del Caribe,Bayamon,PR,3,12.0,0.5833,632.0,632.0,94.0,6597.0,6597.0,0.2609,1.0,0.0714,1,600.0,0.0,0.0,9000.0,7500.0,30800,9.0,24871.0,28220.0,<=0.20,2824.0
3651,Pontifical Catholic University of Puerto Rico-Mayaguez,Mayaguez,PR,3,13.0,0.9544,632.0,632.0,691.0,5443.0,5443.0,0.3268,0.7143,0.0482,1,1786.0,0.0,0.0,6983.0,4151.0,21400,16.0,20152.0,27202.0,0.05,3943.0
3655,University of the Virgin Islands,Charlotte Amalie,VI,3,33.0,0.9841,540.0,490.0,1330.0,5235.0,14496.0,0.3232,0.6296,0.0861,1,1750.0,9900.0,3030.0,11374.0,3322.0,35500,10.0,38178.0,41913.0,0.07-0.08,6920.0
3656,Stanford University,Stanford,CA,3,21.0,0.0395,770.0,800.0,7645.0,56169.0,56169.0,0.9552,0.9826,0.772,1,1305.0,17860.0,3564.0,15680.1,4608.21,141300,5.0,85898.0,134350.0,0.45-0.46,21334.0
3657,Purdue University-Main Campus,West Lafayette,IN,3,13.0,0.6881,690.0,740.0,37658.0,9992.0,28794.0,0.8266,0.9127,0.6023,1,1010.0,10030.0,1780.0,10030.0,1780.0,62200,14.0,56673.0,78545.0,0.3,12911.0
3669,St. John's College,Santa Fe,NM,3,41.0,0.6272,750.0,720.0,368.0,35710.0,35710.0,0.7162,0.7188,0.6351,1,700.0,14278.0,1000.0,14278.0,1000.0,41400,7.0,45246.0,39574.0,0.10-0.19,8608.0
3700,Yeshiva Gedolah of Greater Detroit,Oak Park,MI,3,21.0,0.8636,632.0,632.0,54.0,8600.0,8600.0,0.0,0.6923,0.0,1,200.0,5000.0,3800.0,12090.0,3800.0,PrivacySuppressed,8.0,0.0,0.0,PrivacySuppressed,4581.0
3729,Platt College-Aurora,Greenwood Village,CO,3,21.0,0.5833,632.0,632.0,222.0,20590.0,20590.0,0.5,0.7143,0.5,1,1920.0,0.0,0.0,13824.0,6082.0,31900,11.0,69438.0,0.0,0.10-0.19,6333.0
3741,University of Massachusetts Global,Irvine,CA,3,11.0,0.9286,632.0,632.0,5019.0,12480.0,12480.0,0.0,0.1875,0.0,1,1125.0,0.0,0.0,17253.0,4761.0,PrivacySuppressed,22.0,61568.0,73209.0,0.09,9402.0
3742,New College of Florida,Sarasota,FL,3,13.0,0.7418,700.0,640.0,632.0,6916.0,29944.0,0.6628,0.7885,0.5785,1,1200.0,10542.0,3270.0,15574.0,3270.0,PrivacySuppressed,6.0,47571.0,55311.0,0.20-0.24,8455.0
3760,University of Advancing Technology,Tempe,AZ,3,12.0,0.9118,632.0,632.0,851.0,18966.0,18966.0,0.3579,0.6111,0.3,1,0.0,9600.0,800.0,10800.0,5500.0,57700,13.0,44558.0,48985.0,0.07-0.08,6015.0
3803,California State University-San Marcos,San Marcos,CA,3,21.0,0.933,632.0,632.0,14937.0,7727.0,19607.0,0.5916,0.7903,0.1856,1,1118.0,13150.0,2658.0,10191.0,3330.0,51100,25.0,56640.0,66032.0,0.2,10031.0
3822,Nossi College of Art,Nashville,TN,3,11.0,0.4678,632.0,632.0,270.0,19150.0,19150.0,0.807,0.7222,0.6471,1,700.0,0.0,0.0,5400.0,4400.0,29700,8.0,25465.0,35640.0,0.10-0.14,5833.0
3900,Northwest College of Art & Design,Tacoma,WA,3,12.0,0.7192,632.0,632.0,103.0,18100.0,18100.0,0.3793,0.6571,0.3103,1,837.0,0.0,0.0,9467.0,3133.0,32200,31.0,34673.0,0.0,<=0.20,0.0
3901,University of Washington-Bothell Campus,Bothell,WA,3,21.0,0.8302,632.0,632.0,5432.0,11950.0,39780.0,0.6627,0.8787,0.4571,1,900.0,14154.0,3873.0,14154.0,3873.0,69600,22.0,67936.0,82898.0,0.3,11638.0
3902,University of Washington-Tacoma Campus,Tacoma,WA,3,12.0,0.8289,632.0,632.0,4313.0,12196.0,40026.0,0.5826,0.7462,0.4509,1,900.0,13194.0,3360.0,13194.0,3360.0,69600,16.0,67936.0,82898.0,0.3,10778.0
3951,Beacon College,Leesburg,FL,3,22.0,0.5678,632.0,632.0,431.0,44850.0,44850.0,0.6833,0.7901,0.52,1,1000.0,13340.0,5830.0,13340.0,4265.0,PrivacySuppressed,11.0,0.0,26401.0,<=0.20,5588.0
3956,Rabbi Jacob Joseph School,Edison,NJ,3,21.0,0.8286,632.0,632.0,91.0,12200.0,12200.0,0.04,0.8,0.0,1,200.0,3600.0,3800.0,15250.0,3800.0,0,16.0,0.0,0.0,PrivacySuppressed,3758.0
3960,Everglades University,Boca Raton,FL,3,13.0,0.6042,632.0,632.0,2212.0,18920.0,18920.0,0.5795,0.7782,0.5026,1,1600.0,0.0,0.0,10336.0,10320.0,49600,16.0,29346.0,66034.0,0.06,4302.0
3981,Soka University of America,Aliso Viejo,CA,3,21.0,0.5241,645.0,755.0,435.0,34166.0,34166.0,0.9055,0.9412,0.8819,1,1124.0,13032.0,2774.0,17252.0,4556.0,PrivacySuppressed,7.0,52753.0,58285.0,0.10-0.19,12500.0
4002,Yeshivas Novominsk,Brooklyn,NY,3,11.0,0.86,632.0,632.0,155.0,11300.0,11300.0,0.0,0.8125,0.0,1,200.0,3700.0,3800.0,15250.0,3800.0,PrivacySuppressed,26.0,0.0,0.0,PrivacySuppressed,5511.0
4051,California State University-Monterey Bay,Seaside,CA,3,22.0,0.9281,632.0,632.0,6588.0,7218.0,19098.0,0.6015,0.8129,0.3251,1,822.0,10895.0,2533.0,15167.0,3223.0,47000,23.0,52301.0,58488.0,0.17,9945.0
4077,Trine University-Regional/Non-Traditional Campuses,Angola,IN,3,32.0,0.6,632.0,632.0,282.0,9576.0,9576.0,0.0,0.75,0.0,1,900.0,0.0,0.0,9576.0,2000.0,49600,8.0,42078.0,63372.0,0.21,8036.0
4174,Yeshiva D'monsey Rabbinical College,Monsey,NY,3,21.0,0.3729,632.0,632.0,77.0,8000.0,8000.0,0.25,0.68,0.0,1,200.0,4500.0,3800.0,15250.0,3800.0,PrivacySuppressed,13.0,0.0,0.0,PrivacySuppressed,2960.0
4206,Embry-Riddle Aeronautical University-Worldwide,Daytona Beach,FL,3,13.0,0.6956,632.0,632.0,9143.0,10748.0,10748.0,0.1943,0.6438,0.1053,1,1160.0,0.0,0.0,8644.0,4548.0,70300,22.0,73751.0,83733.0,0.18,7750.0
4231,San Juan Bautista School of Medicine,Caguas,PR,3,13.0,0.7727,632.0,632.0,63.0,9192.0,15042.0,0.3333,0.9167,0.3333,1,1772.0,0.0,0.0,6300.0,1080.0,0,7.0,0.0,0.0,PrivacySuppressed,0.0
4268,Florida Gulf Coast University,Fort Myers,FL,3,21.0,0.8921,600.0,580.0,13884.0,6118.0,25162.0,0.5621,0.8192,0.3573,1,1200.0,9772.0,3400.0,9672.0,3400.0,45800,22.0,49977.0,56955.0,0.14,8736.0
4303,University of Connecticut-Waterbury Campus,Waterbury,CT,3,22.0,0.8298,620.0,610.0,783.0,15878.0,38546.0,0.653,0.7784,0.4064,1,950.0,0.0,0.0,14760.0,3032.0,66000,22.0,68633.0,83721.0,0.27,14571.0
4304,University of Connecticut-Avery Point,Groton,CT,3,22.0,0.8045,645.0,615.0,506.0,15878.0,38546.0,0.5642,0.7617,0.3813,1,950.0,0.0,0.0,14760.0,3032.0,66000,15.0,68633.0,83721.0,0.27,14571.0
4305,University of Connecticut-Stamford,Stamford,CT,3,12.0,0.7578,640.0,620.0,2343.0,15888.0,38556.0,0.5845,0.7656,0.3646,1,950.0,16574.0,3032.0,14760.0,3032.0,66000,21.0,68633.0,83721.0,0.27,14571.0
4355,Pacific Islands University,Mangilao,GU,3,33.0,0.7391,632.0,632.0,82.0,6482.0,6482.0,0.5,0.75,0.0,1,300.0,4564.0,2273.0,10503.0,4476.0,PrivacySuppressed,13.0,0.0,0.0,PrivacySuppressed,3167.0
4376,Oregon State University-Cascades Campus,Bend,OR,3,13.0,0.8581,680.0,660.0,1039.0,11037.0,31452.0,0.5,0.7563,0.5,1,600.0,13860.0,2754.0,13860.0,2754.0,56700,10.0,52655.0,69532.0,0.19,11201.0
4400,Yeshiva Shaarei Torah of Rockland,Suffern,NY,3,21.0,0.5556,632.0,632.0,102.0,15115.0,15115.0,0.0,0.75,0.0,1,300.0,3850.0,3800.0,15250.0,3800.0,PrivacySuppressed,8.0,0.0,0.0,PrivacySuppressed,5023.0
4414,Nevada State College,Henderson,NV,3,41.0,0.7902,632.0,632.0,4110.0,6075.0,19440.0,0.2851,0.764,0.0868,1,1300.0,0.0,0.0,10830.0,6446.0,PrivacySuppressed,18.0,52006.0,53789.0,0.08,7531.0
4415,California State University-Channel Islands,Camarillo,CA,3,22.0,0.93,632.0,632.0,6459.0,6817.0,18697.0,0.5809,0.8162,0.2331,1,1104.0,16300.0,3680.0,19056.0,4556.0,51900,20.0,54830.0,61491.0,0.17,10151.0
4416,Franklin W Olin College of Engineering,Needham,MA,3,21.0,0.1797,780.0,800.0,361.0,58998.0,58998.0,0.9737,1.0,0.7763,1,200.0,17984.0,1842.0,12609.0,1842.0,PrivacySuppressed,8.0,0.0,0.0,0.60-0.79,12585.0
4465,DigiPen Institute of Technology,Redmond,WA,3,13.0,0.4602,700.0,690.0,1129.0,34900.0,34900.0,0.5699,0.7296,0.4404,1,1452.0,11000.0,2720.0,11000.0,2720.0,82400,11.0,55992.0,101873.0,0.25-0.29,8918.0
4499,Beis Medrash Heichal Dovid,Far Rockaway,NY,3,11.0,0.7714,632.0,632.0,155.0,11100.0,11100.0,0.7111,0.7679,0.0444,1,200.0,4800.0,3800.0,15250.0,3800.0,PrivacySuppressed,28.0,0.0,0.0,PrivacySuppressed,10775.0
4527,University of California-Merced,Merced,CA,3,41.0,0.866,632.0,632.0,8321.0,13657.0,43411.0,0.7165,0.7876,0.4789,1,1073.0,18901.0,4603.0,9022.0,5118.0,PrivacySuppressed,19.0,57397.0,71532.0,0.22,12256.0
4539,Neumont College of Computer Science,Salt Lake City,UT,3,12.0,0.9054,632.0,632.0,517.0,25995.0,25995.0,0.54,0.7026,0.4867,1,1200.0,9048.0,3416.0,7712.0,3416.0,75100,29.0,0.0,0.0,PrivacySuppressed,10053.0
4540,Johnson & Wales University-Charlotte,Charlotte,NC,3,11.0,0.8234,632.0,632.0,1262.0,36274.0,36274.0,0.5387,0.6387,0.3102,1,1800.0,14408.0,2058.0,9500.0,2058.0,42200,15.0,38729.0,44954.0,0.12,9514.0
4554,Ave Maria University,Ave Maria,FL,3,42.0,0.6405,632.0,632.0,1240.0,24610.0,24610.0,0.6093,0.7649,0.5695,1,1260.0,13202.0,2905.0,13202.0,2905.0,33700,18.0,38291.0,55175.0,0.15-0.16,8377.0
4563,Ecclesia College,Springdale,AR,3,41.0,0.6735,632.0,632.0,144.0,15950.0,15950.0,0.16,0.5429,0.1429,1,1080.0,5460.0,5940.0,8250.0,7170.0,PrivacySuppressed,10.0,0.0,40831.0,<=0.10,1167.0
4570,Los Angeles College of Music,Pasadena,CA,3,12.0,0.8299,632.0,632.0,251.0,25650.0,25650.0,0.7308,0.74,0.5294,1,1125.0,0.0,0.0,17253.0,4761.0,PrivacySuppressed,5.0,0.0,33397.0,<=0.20,4300.0
4598,Georgia Gwinnett College,Lawrenceville,GA,3,21.0,0.9303,590.0,580.0,10377.0,4948.0,13734.0,0.2118,0.5877,0.0438,1,1470.0,13930.0,4580.0,13930.0,4580.0,PrivacySuppressed,17.0,42146.0,53529.0,0.08,7163.0
4673,Bais Medrash Toras Chesed,Lakewood,NJ,3,13.0,0.5882,632.0,632.0,117.0,7200.0,7200.0,0.3929,0.75,0.0,1,400.0,3800.0,1100.0,12857.4,4056.0,PrivacySuppressed,15.0,0.0,0.0,PrivacySuppressed,4749.0
4742,Yeshivas Be'er Yitzchok,Elizabeth,NJ,3,21.0,0.8,632.0,632.0,67.0,10900.0,10900.0,0.1111,0.6,0.0,1,200.0,5100.0,3800.0,15250.0,3800.0,PrivacySuppressed,10.0,0.0,82802.0,PrivacySuppressed,4235.0
4743,Yeshiva Toras Chaim,Lakewood,NJ,3,21.0,0.6306,632.0,632.0,228.0,12250.0,12250.0,0.1311,0.9792,0.0,1,200.0,5400.0,3800.0,15250.0,3800.0,PrivacySuppressed,23.0,0.0,17679.0,PrivacySuppressed,4920.0
4744,Talmudical Seminary of Bobov,Brooklyn,NY,3,11.0,0.7556,632.0,632.0,473.0,12200.0,12200.0,0.3038,0.6466,0.0,1,200.0,6800.0,500.0,18470.0,3800.0,PrivacySuppressed,13.0,0.0,0.0,PrivacySuppressed,3580.0
4766,Patrick Henry College,Purcellville,VA,3,31.0,0.8243,723.0,685.0,371.0,28425.0,28425.0,0.7101,0.9079,0.6232,1,500.0,11020.0,500.0,9000.0,400.0,0,14.0,0.0,0.0,PrivacySuppressed,6616.0
4782,The King's College,New York,NY,3,11.0,0.4382,700.0,690.0,355.0,37690.0,37690.0,0.5772,0.7632,0.5235,1,800.0,17264.0,4399.0,14320.0,4399.0,PrivacySuppressed,10.0,41924.0,71813.0,0.25-0.29,10088.0
4783,Chamberlain University-Illinois,Addison,IL,3,21.0,0.9286,632.0,632.0,13101.0,20250.0,20250.0,0.7333,0.7778,0.7333,1,600.0,0.0,0.0,13008.0,7468.0,60400,19.0,81360.0,87181.0,0.1,7576.0
4784,Chamberlain University-Ohio,Columbus,OH,3,11.0,0.7,632.0,632.0,679.0,19469.0,19469.0,0.45,0.5,0.5,1,600.0,0.0,0.0,13008.0,7468.0,60400,9.0,81360.0,87181.0,0.1,7955.0
4785,Chamberlain University-Arizona,Phoenix,AZ,3,11.0,0.3636,632.0,632.0,797.0,19982.0,19982.0,0.6667,0.75,0.6667,1,600.0,0.0,0.0,15216.0,7468.0,60400,11.0,81360.0,87181.0,0.1,7955.0
4833,Yeshiva of Machzikai Hadas,Brooklyn,NY,3,11.0,0.6837,632.0,632.0,411.0,10100.0,10100.0,0.4713,1.0,0.0,1,200.0,0.0,0.0,15250.0,3800.0,PrivacySuppressed,26.0,0.0,19471.0,PrivacySuppressed,2498.0
4848,The Chicago School of Professional Psychology at Los Angeles,Los Angeles,CA,3,11.0,0.3662,632.0,632.0,223.0,12712.0,12712.0,0.0,0.5,0.0,1,2184.0,0.0,0.0,18536.0,8568.0,0,5.0,57972.0,65376.0,<=0.05,7533.0
